time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-01 00:00:00,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083,0.2083
2015-01-01 01:00:00,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571,0.1571
2015-01-01 02:00:00,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114,0.1114
2015-01-01 03:00:00,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905,0.0905
2015-01-01 04:00:00,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837
2015-01-01 05:00:00,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835,0.0835
2015-01-01 06:00:00,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924
2015-01-01 07:00:00,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886,0.0886
2015-01-01 08:00:00,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731,0.0731
2015-01-01 09:00:00,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967,0.0967
2015-01-01 10:00:00,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308,0.1308
2015-01-01 11:00:00,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577,0.1577
2015-01-01 12:00:00,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516,0.1516
2015-01-01 13:00:00,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139,0.139
2015-01-01 14:00:00,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569,0.1569
2015-01-01 15:00:00,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042,0.2042
2015-01-01 16:00:00,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007,0.3007
2015-01-01 17:00:00,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898,0.3898
2015-01-01 18:00:00,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396,0.4396
2015-01-01 19:00:00,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212,0.4212
2015-01-01 20:00:00,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356
2015-01-01 21:00:00,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672,0.3672
2015-01-01 22:00:00,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073,0.4073
2015-01-01 23:00:00,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951,0.4951
2015-01-02 00:00:00,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369
2015-01-02 01:00:00,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868,0.5868
2015-01-02 02:00:00,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466,0.6466
2015-01-02 03:00:00,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511,0.6511
2015-01-02 04:00:00,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342,0.6342
2015-01-02 05:00:00,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762,0.5762
2015-01-02 06:00:00,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914,0.4914
2015-01-02 07:00:00,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052,0.4052
