time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-01 00:00:00,0.3404,0.1318,0.3894,0.21409999999999998,0.4641,0.1472,0.3549,0.2005,0.7009,0.4902,0.4516,0.6478,0.5226,0.284,0.364,0.2266,0.2136,0.0541,0.3725,0.532
2015-01-01 01:00:00,0.2579,0.1017,0.3607,0.2359,0.4974,0.2052,0.3482,0.288,0.7242,0.5439,0.4867,0.6408,0.6145,0.3149,0.4417,0.2562,0.2458,0.0624,0.3839,0.5185
2015-01-01 02:00:00,0.1977,0.0631,0.2175,0.16820000000000002,0.3964,0.2554,0.264,0.3568,0.6921,0.5259,0.501,0.63,0.6661,0.343,0.4699,0.2848,0.264,0.0668,0.3737,0.4494
2015-01-01 03:00:00,0.1317,0.0486,0.2142,0.1231,0.3794,0.2549,0.1866,0.3339,0.617,0.559,0.5727,0.6284,0.697,0.386,0.5333,0.3427,0.2597,0.06,0.3456,0.4029
2015-01-01 04:00:00,0.0696,0.0474,0.2428,0.18855,0.3367,0.248,0.1427,0.242,0.4944,0.5731,0.627,0.6221,0.6984,0.4087,0.5438,0.3588,0.2628,0.049,0.3191,0.3798
2015-01-01 05:00:00,0.0378,0.0335,0.1616,0.14035,0.2801,0.2131,0.1034,0.1516,0.3657,0.5701,0.6425,0.5911,0.6952,0.365,0.5222,0.3394,0.2512,0.0454,0.3057,0.3127
2015-01-01 06:00:00,0.0172,0.0281,0.095,0.1009,0.2043,0.1787,0.0632,0.1027,0.3124,0.5553,0.6401,0.5376,0.6747,0.3525,0.4926,0.328,0.2632,0.0471,0.3026,0.2601
2015-01-01 07:00:00,0.0091,0.0408,0.065,0.1236,0.1355,0.1377,0.0402,0.065,0.2784,0.5049,0.5634,0.4749,0.6368,0.3338,0.4677,0.3119,0.2356,0.0527,0.2885,0.2333
2015-01-01 08:00:00,0.0055,0.0405,0.0473,0.1291,0.0821,0.127,0.0272,0.0439,0.2493,0.5048,0.3986,0.4293,0.5974,0.3327,0.4319,0.2848,0.2167,0.0752,0.329,0.2006
2015-01-01 09:00:00,0.0041,0.0447,0.0334,0.08165,0.0502,0.106,0.0278,0.0355,0.2011,0.4236,0.2743,0.3676,0.5751,0.4293,0.4363,0.3255,0.2519,0.1282,0.4107,0.2019
2015-01-01 10:00:00,0.0043,0.0374,0.0296,0.0567,0.0323,0.0656,0.0281,0.0344,0.174,0.368,0.1942,0.3176,0.5658,0.528,0.5266,0.4343,0.3229,0.1726,0.4236,0.2322
