time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-01 00:00:00,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986,0.0986
2015-01-01 01:00:00,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928,0.0928
2015-01-01 02:00:00,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058,0.1058
2015-01-01 03:00:00,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068,0.1068
2015-01-01 04:00:00,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098
2015-01-01 05:00:00,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297
2015-01-01 06:00:00,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562,0.1562
2015-01-01 07:00:00,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756,0.1756
2015-01-01 08:00:00,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963,0.1963
2015-01-01 09:00:00,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294,0.2294
