time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0006,0.0035,0.0025,0.0159,0.0082,0.0299,0.0284,0.0388,0.0127,0.0
2015-01-01 07:00:00,0.1107,0.1,0.1267,0.15105000000000002,0.1556,0.1588,0.1293,0.1494,0.1633,0.1641,0.1652,0.1976,0.1417,0.2194,0.1668,0.2253,0.2339,0.2504,0.1691,0.1118
2015-01-01 08:00:00,0.3367,0.3655,0.3225,0.3439,0.3444,0.3338,0.3246,0.33,0.3497,0.3396,0.3425,0.3691,0.3343,0.3815,0.3554,0.3824,0.3873,0.4157,0.3443,0.2845
2015-01-01 09:00:00,0.4697,0.5081,0.4457,0.4697,0.4579,0.4494,0.4588,0.4484,0.475,0.4623,0.4622,0.4853,0.4835,0.4877,0.5006,0.4747,0.4842,0.5176,0.4599,0.4437
2015-01-01 10:00:00,0.546,0.5808,0.5147,0.5387500000000001,0.5134,0.5102,0.5332,0.5133,0.5447,0.5323,0.5286,0.5492,0.5674,0.5601,0.5744,0.5186,0.5422,0.5677,0.5277,0.5227
2015-01-01 11:00:00,0.5645,0.5918,0.5266,0.55355,0.5135,0.5145,0.5496,0.5241,0.5577,0.5435,0.5366,0.5551,0.5695,0.564,0.5788,0.5264,0.5619,0.5586,0.5288,0.542
2015-01-01 12:00:00,0.5273,0.5447,0.4843,0.50895,0.4596,0.4641,0.5137,0.4794,0.514,0.4984,0.488,0.5044,0.5127,0.5073,0.521,0.4667,0.5114,0.4931,0.4797,0.4783
2015-01-01 13:00:00,0.4323,0.439,0.3867,0.3983,0.3522,0.3573,0.4197,0.3794,0.415,0.3987,0.3827,0.3997,0.3991,0.3944,0.4048,0.345,0.4002,0.3721,0.3858,0.356
2015-01-01 14:00:00,0.2772,0.2813,0.2314,0.2188,0.1892,0.1842,0.2648,0.2211,0.2551,0.2401,0.2188,0.239,0.2264,0.2246,0.2251,0.1738,0.2223,0.2066,0.246,0.2139
2015-01-01 15:00:00,0.0708,0.0745,0.0329,0.014,0.01,0.0035,0.0636,0.0252,0.0416,0.0302,0.0177,0.0353,0.0197,0.0225,0.0174,0.0063,0.0139,0.0171,0.05,0.062
2015-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0015,0.0042,0.0075,0.0181,0.0136,0.0401,0.033,0.0538,0.0423,0.0
2015-01-02 07:00:00,0.1093,0.0998,0.118,0.16925,0.1472,0.1123,0.1209,0.1433,0.1658,0.1816,0.1863,0.2094,0.2344,0.2363,0.2361,0.2485,0.2461,0.2722,0.277,0.1445
2015-01-02 08:00:00,0.3363,0.3608,0.3139,0.367,0.3398,0.3053,0.3148,0.3249,0.3507,0.3546,0.3574,0.3822,0.4082,0.4044,0.4078,0.4045,0.4083,0.4296,0.4469,0.3212
2015-01-02 09:00:00,0.4708,0.4998,0.4411,0.49350000000000005,0.4579,0.4283,0.4508,0.4459,0.475,0.4723,0.473,0.4919,0.5189,0.513,0.5208,0.5032,0.516,0.5299,0.5577,0.4484
2015-01-02 10:00:00,0.5445,0.5687,0.5097,0.5579,0.5147,0.5004,0.5269,0.5091,0.5394,0.5329,0.5337,0.5456,0.572,0.5664,0.5769,0.5474,0.5699,0.5765,0.6101,0.5241
2015-01-02 11:00:00,0.5613,0.5768,0.5216,0.5639000000000001,0.5147,0.5131,0.5458,0.518,0.5491,0.5387,0.5385,0.545,0.5693,0.5642,0.5762,0.5365,0.5687,0.5689,0.6075,0.5458
2015-01-02 12:00:00,0.5214,0.5281,0.477,0.50885,0.4575,0.4666,0.509,0.4717,0.5043,0.4901,0.487,0.491,0.5113,0.5054,0.5183,0.471,0.5116,0.5048,0.5463,0.5137
2015-01-02 13:00:00,0.427,0.4259,0.3796,0.40149999999999997,0.349,0.3593,0.415,0.3705,0.4046,0.3878,0.3799,0.3839,0.3975,0.3914,0.403,0.3526,0.3989,0.3875,0.4336,0.4255
2015-01-02 14:00:00,0.274,0.2733,0.2262,0.23235,0.1858,0.1853,0.2616,0.2127,0.2447,0.2282,0.2146,0.223,0.2264,0.222,0.2269,0.182,0.2243,0.2149,0.2644,0.2824
2015-01-02 15:00:00,0.0706,0.0733,0.032,0.01615,0.0097,0.0036,0.0635,0.0231,0.0378,0.0266,0.0169,0.0289,0.02,0.0221,0.0184,0.007,0.015,0.0201,0.058,0.0939
2015-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
