time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-01 00:00:00,0.0142,0.1201,0.048,0.07355,0.0172,0.0374,0.0186,0.0631,0.0198,0.0538,0.0805,0.0561,0.0255,0.0276,0.0545,0.0897,0.0861,0.0291,0.0248,0.0862
2015-01-01 01:00:00,0.0221,0.1065,0.0439,0.0732,0.0173,0.0307,0.0295,0.066,0.0213,0.0645,0.095,0.049,0.0236,0.0435,0.0592,0.1015,0.0921,0.0357,0.0218,0.0757
2015-01-01 02:00:00,0.033,0.0836,0.0393,0.07505,0.0187,0.0279,0.0451,0.0691,0.0246,0.0706,0.1097,0.0333,0.0215,0.059,0.0643,0.1108,0.0958,0.0403,0.0188,0.0624
2015-01-01 03:00:00,0.0368,0.0557,0.034,0.0679,0.0173,0.0249,0.0539,0.0694,0.0328,0.0802,0.1183,0.0339,0.0147,0.0693,0.0581,0.1129,0.0925,0.0372,0.0174,0.0546
2015-01-01 04:00:00,0.032,0.042,0.0288,0.06415,0.0159,0.0236,0.0501,0.0703,0.0449,0.0839,0.1248,0.0392,0.0085,0.0743,0.0488,0.1108,0.0907,0.0304,0.0179,0.0505
2015-01-01 05:00:00,0.0288,0.0422,0.0254,0.06325,0.0151,0.0223,0.048,0.0727,0.0518,0.089,0.1335,0.0428,0.006,0.0786,0.0447,0.1099,0.0918,0.0243,0.019,0.0477
2015-01-01 06:00:00,0.0293,0.0417,0.0245,0.0616,0.0158,0.021,0.0511,0.075,0.0537,0.093,0.143,0.0429,0.0058,0.0849,0.0415,0.1124,0.0968,0.0207,0.0212,0.046
2015-01-01 07:00:00,0.0301,0.032,0.0245,0.05935,0.0152,0.0198,0.0529,0.0714,0.0536,0.0899,0.1493,0.0414,0.0081,0.0839,0.0412,0.1067,0.0921,0.0172,0.0218,0.0442
2015-01-01 08:00:00,0.0285,0.0255,0.0259,0.06,0.0118,0.0152,0.0514,0.0554,0.0546,0.077,0.1491,0.0353,0.013,0.062,0.0345,0.0638,0.0636,0.0162,0.0204,0.0457
2015-01-01 09:00:00,0.0236,0.0295,0.0294,0.0576,0.0033,0.0148,0.0477,0.0372,0.05,0.0719,0.1308,0.0424,0.0298,0.07,0.042,0.0537,0.052,0.0197,0.0302,0.0594
2015-01-01 10:00:00,0.0244,0.029,0.0372,0.0484,0.005,0.0299,0.0515,0.0341,0.0455,0.0846,0.1291,0.0618,0.045,0.0832,0.0512,0.0583,0.0447,0.0302,0.0428,0.0646
2015-01-01 11:00:00,0.0257,0.0075,0.0418,0.0626,0.023,0.0516,0.0566,0.0303,0.0431,0.0908,0.1304,0.071,0.0548,0.0942,0.06,0.0641,0.042,0.044,0.0575,0.0687
2015-01-01 12:00:00,0.0238,0.004,0.0446,0.06725,0.0332,0.0583,0.0596,0.0238,0.044,0.0826,0.1117,0.0717,0.0573,0.1019,0.0661,0.0698,0.0407,0.0556,0.0688,0.0685
2015-01-01 13:00:00,0.0266,0.004,0.0389,0.05505,0.0331,0.0589,0.0607,0.0182,0.0356,0.0583,0.0825,0.0584,0.0475,0.1077,0.0674,0.0759,0.0392,0.0641,0.0775,0.0614
2015-01-01 14:00:00,0.0386,0.0037,0.0342,0.058249999999999996,0.0348,0.0632,0.0664,0.0155,0.0326,0.0358,0.0568,0.0509,0.0297,0.1056,0.0658,0.0815,0.0364,0.0734,0.0811,0.0493
2015-01-01 15:00:00,0.0424,0.0041,0.0296,0.0488,0.0273,0.0485,0.0714,0.0214,0.0408,0.0421,0.053,0.0654,0.0266,0.1171,0.0796,0.1036,0.0409,0.087,0.0849,0.0512
2015-01-01 16:00:00,0.0347,0.0033,0.0255,0.03605,0.0152,0.0259,0.0644,0.0336,0.0503,0.0527,0.0606,0.0707,0.0308,0.1208,0.1014,0.1224,0.048,0.0948,0.086,0.0661
2015-01-01 17:00:00,0.0251,0.0031,0.0257,0.03425,0.0081,0.0111,0.0492,0.0465,0.0605,0.057,0.0705,0.0656,0.0415,0.1147,0.1479,0.1356,0.0623,0.0932,0.0828,0.0823
