time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-01 00:00:00,0.1212,0.0421,0.2323,0.09509999999999999,0.1517,0.031,0.1533,0.111,0.1818,0.1616,0.1369,0.1733,0.2933,0.2778,0.2368,0.3027,0.3591,0.4832,0.1076,0.079
2015-01-01 01:00:00,0.1072,0.0434,0.2298,0.10655,0.1575,0.0277,0.1314,0.0952,0.1636,0.1473,0.1119,0.1539,0.2361,0.255,0.2037,0.2816,0.3452,0.4712,0.0808,0.0817
2015-01-01 02:00:00,0.095,0.0395,0.2089,0.11909999999999998,0.1532,0.0266,0.1081,0.063,0.1483,0.1284,0.0902,0.1346,0.1914,0.2131,0.1691,0.2438,0.3177,0.4456,0.0737,0.0816
2015-01-01 03:00:00,0.0841,0.0376,0.172,0.1164,0.1413,0.0235,0.0915,0.0326,0.1359,0.1053,0.0729,0.1122,0.1566,0.179,0.1426,0.21,0.2935,0.4114,0.0908,0.0813
2015-01-01 04:00:00,0.0761,0.032,0.138,0.12090000000000001,0.1317,0.0229,0.0809,0.0172,0.1256,0.0856,0.0622,0.091,0.1246,0.159,0.1256,0.1837,0.273,0.3846,0.1295,0.0819
2015-01-01 05:00:00,0.0706,0.029,0.1194,0.12290000000000001,0.1289,0.0247,0.0718,0.0151,0.1177,0.0729,0.0574,0.0739,0.1074,0.1385,0.1116,0.1539,0.2421,0.3663,0.181,0.0821
2015-01-01 06:00:00,0.0668,0.028,0.1144,0.11945,0.1257,0.0264,0.0653,0.0159,0.1096,0.0644,0.0562,0.0604,0.098,0.1185,0.1039,0.1302,0.2029,0.3335,0.2338,0.0766
2015-01-01 07:00:00,0.0591,0.0289,0.1118,0.1154,0.1205,0.0291,0.0578,0.0165,0.0979,0.0562,0.0568,0.0517,0.0838,0.0906,0.0938,0.1074,0.1591,0.3076,0.2455,0.0671
2015-01-01 08:00:00,0.0364,0.0316,0.1044,0.10975000000000001,0.1053,0.0266,0.0394,0.0158,0.0671,0.0414,0.0529,0.0347,0.0639,0.124,0.0932,0.1131,0.2085,0.2723,0.2279,0.0607
2015-01-01 09:00:00,0.0129,0.035,0.0915,0.10045,0.0746,0.0226,0.0189,0.0097,0.0347,0.0252,0.0505,0.0157,0.0732,0.1661,0.1146,0.1283,0.2216,0.2407,0.199,0.0592
2015-01-01 10:00:00,0.0052,0.0437,0.0788,0.08495,0.0391,0.0126,0.0075,0.0053,0.0186,0.0147,0.0431,0.0127,0.0739,0.1595,0.1081,0.1346,0.2243,0.2229,0.1415,0.0536
2015-01-01 11:00:00,0.005,0.0492,0.0772,0.07905000000000001,0.0219,0.0107,0.0014,0.0031,0.0118,0.0073,0.0295,0.0192,0.0712,0.1512,0.1078,0.1492,0.2358,0.2264,0.0924,0.0352
2015-01-01 12:00:00,0.0058,0.0562,0.0653,0.071,0.0157,0.0109,0.0005,0.0022,0.0085,0.0048,0.0176,0.0217,0.0589,0.1414,0.0999,0.1616,0.2432,0.2466,0.0665,0.0197
2015-01-01 13:00:00,0.0074,0.066,0.0611,0.07045,0.0167,0.0148,0.0017,0.0017,0.0076,0.0041,0.0088,0.0238,0.0342,0.1172,0.0774,0.1583,0.2248,0.2675,0.0618,0.0108
2015-01-01 14:00:00,0.0109,0.085,0.0601,0.094,0.0198,0.0215,0.0047,0.002,0.0078,0.0044,0.0051,0.0265,0.0149,0.0861,0.0518,0.1433,0.1698,0.2724,0.0679,0.0069
2015-01-01 15:00:00,0.0153,0.1002,0.0675,0.1328,0.0195,0.0292,0.009,0.0073,0.0079,0.0045,0.0094,0.0259,0.0083,0.0605,0.0296,0.1207,0.1224,0.265,0.0796,0.008
2015-01-01 16:00:00,0.0226,0.108,0.0781,0.16075,0.0245,0.0363,0.0167,0.0179,0.0096,0.0068,0.0179,0.0248,0.0079,0.0349,0.0156,0.0942,0.0871,0.2604,0.0811,0.0111
2015-01-01 17:00:00,0.0307,0.1078,0.081,0.18234999999999998,0.0316,0.0426,0.0226,0.0291,0.0121,0.0126,0.0293,0.0249,0.0124,0.0186,0.0131,0.0785,0.0681,0.2384,0.0731,0.0122
2015-01-01 18:00:00,0.0385,0.1094,0.0803,0.1991,0.0389,0.0475,0.0291,0.0455,0.0134,0.016,0.042,0.0231,0.0185,0.013,0.0173,0.0744,0.0635,0.2076,0.0565,0.0098
2015-01-01 19:00:00,0.0513,0.1237,0.0825,0.21355000000000002,0.0497,0.052,0.0396,0.0684,0.0131,0.0189,0.0557,0.0202,0.0217,0.0154,0.0228,0.0806,0.0711,0.1714,0.041,0.0056
2015-01-01 20:00:00,0.0653,0.1445,0.0914,0.22415000000000002,0.0654,0.0545,0.0549,0.0976,0.0123,0.0223,0.0733,0.0168,0.0252,0.0203,0.0288,0.0925,0.0847,0.1405,0.0312,0.0035
2015-01-01 21:00:00,0.0792,0.1707,0.1054,0.2355,0.0813,0.054,0.0704,0.1337,0.0125,0.0296,0.0927,0.0137,0.0216,0.0239,0.0315,0.1024,0.0942,0.1243,0.028,0.0027
2015-01-01 22:00:00,0.0895,0.1899,0.1186,0.24615,0.0858,0.0536,0.0835,0.1677,0.0129,0.0405,0.1131,0.0125,0.0195,0.0267,0.0355,0.1116,0.1016,0.1151,0.0308,0.0028
2015-01-01 23:00:00,0.0872,0.2102,0.126,0.25825,0.0757,0.0545,0.0861,0.1835,0.0136,0.0472,0.1278,0.0143,0.0181,0.0286,0.0398,0.1168,0.1059,0.1042,0.0354,0.0031
2015-01-02 00:00:00,0.0816,0.2339,0.1249,0.26944999999999997,0.0636,0.0576,0.0835,0.1817,0.0133,0.0475,0.1288,0.0178,0.0158,0.0308,0.038,0.1153,0.1046,0.0878,0.0367,0.0029
2015-01-02 01:00:00,0.0788,0.2449,0.12,0.28025,0.0564,0.064,0.0824,0.1736,0.0128,0.0438,0.1222,0.0208,0.0126,0.0297,0.0326,0.1083,0.1,0.0729,0.0356,0.003
2015-01-02 02:00:00,0.0774,0.2387,0.1179,0.29375,0.0547,0.0722,0.0818,0.163,0.0125,0.0383,0.1102,0.0221,0.0099,0.0269,0.027,0.1013,0.0935,0.0655,0.033,0.0041
2015-01-02 03:00:00,0.0744,0.2111,0.1114,0.28865,0.0501,0.0751,0.0852,0.1549,0.0142,0.034,0.0983,0.0224,0.0082,0.0227,0.0223,0.0944,0.0863,0.0637,0.0314,0.0061
2015-01-02 04:00:00,0.0752,0.1785,0.1029,0.2755,0.0469,0.0749,0.0937,0.1535,0.0174,0.0318,0.0909,0.02,0.006,0.0187,0.019,0.0902,0.0841,0.0682,0.0318,0.009
2015-01-02 05:00:00,0.0762,0.1506,0.0907,0.25545,0.0439,0.0727,0.104,0.1519,0.0211,0.0317,0.0879,0.0159,0.0042,0.0167,0.0179,0.0912,0.0834,0.0747,0.0318,0.0119
