time,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-01 00:00:00,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091
2015-01-01 01:00:00,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065,0.1065
2015-01-01 02:00:00,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133
2015-01-01 03:00:00,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626,0.1626
2015-01-01 04:00:00,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895,0.1895
2015-01-01 05:00:00,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095,0.2095
2015-01-01 06:00:00,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184,0.2184
2015-01-01 07:00:00,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937,0.1937
2015-01-01 08:00:00,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809,0.1809
2015-01-01 09:00:00,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506,0.1506
2015-01-01 10:00:00,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049,0.1049
2015-01-01 11:00:00,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068
2015-01-01 12:00:00,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478
