,FR,CH,AT,SI,GR
2015-01-01 00:00:00,-0.04656,-0.04656,-0.04656,-0.04656,-0.04656
2015-01-01 01:00:00,-0.041065,-0.041065,-0.041065,-0.041065,-0.041065
2015-01-01 02:00:00,-0.037715,-0.037715,-0.037715,-0.037715,-0.037715
2015-01-01 03:00:00,-0.03565,-0.03565,-0.03565,-0.03565,-0.03565
2015-01-01 04:00:00,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333
2015-01-01 05:00:00,-0.03405,-0.03405,-0.03405,-0.03405,-0.03405
2015-01-01 06:00:00,-0.03677,-0.03677,-0.03677,-0.03677,-0.03677
2015-01-01 07:00:00,-0.03754,-0.03754,-0.03754,-0.03754,-0.03754
2015-01-01 08:00:00,-0.036745,-0.036745,-0.036745,-0.036745,-0.036745
2015-01-01 09:00:00,-0.03679,-0.03679,-0.03679,-0.03679,-0.03679
2015-01-01 10:00:00,-0.037215,-0.037215,-0.037215,-0.037215,-0.037215
2015-01-01 11:00:00,-0.03717,-0.03717,-0.03717,-0.03717,-0.03717
2015-01-01 12:00:00,-0.03607,-0.03607,-0.03607,-0.03607,-0.03607
2015-01-01 13:00:00,-0.035275,-0.035275,-0.035275,-0.035275,-0.035275
2015-01-01 14:00:00,-0.038565,-0.038565,-0.038565,-0.038565,-0.038565
2015-01-01 15:00:00,-0.043915,-0.043915,-0.043915,-0.043915,-0.043915
2015-01-01 16:00:00,-0.052305,-0.052305,-0.052305,-0.052305,-0.052305
2015-01-01 17:00:00,-0.059635,-0.059635,-0.059635,-0.059635,-0.059635
2015-01-01 18:00:00,-0.060655,-0.060655,-0.060655,-0.060655,-0.060655
2015-01-01 19:00:00,-0.0585,-0.0585,-0.0585,-0.0585,-0.0585
2015-01-01 20:00:00,-0.056,-0.056,-0.056,-0.056,-0.056
2015-01-01 21:00:00,-0.05088,-0.05088,-0.05088,-0.05088,-0.05088
2015-01-01 22:00:00,-0.044985,-0.044985,-0.044985,-0.044985,-0.044985
2015-01-01 23:00:00,-0.041365,-0.041365,-0.041365,-0.041365,-0.041365
2015-01-02 00:00:00,-0.037905,-0.037905,-0.037905,-0.037905,-0.037905
2015-01-02 01:00:00,-0.03609,-0.03609,-0.03609,-0.03609,-0.03609
2015-01-02 02:00:00,-0.035555,-0.035555,-0.035555,-0.035555,-0.035555
2015-01-02 03:00:00,-0.035185,-0.035185,-0.035185,-0.035185,-0.035185
2015-01-02 04:00:00,-0.03552,-0.03552,-0.03552,-0.03552,-0.03552
2015-01-02 05:00:00,-0.037305,-0.037305,-0.037305,-0.037305,-0.037305
2015-01-02 06:00:00,-0.0423,-0.0423,-0.0423,-0.0423,-0.0423
2015-01-02 07:00:00,-0.050195,-0.050195,-0.050195,-0.050195,-0.050195
2015-01-02 08:00:00,-0.054755,-0.054755,-0.054755,-0.054755,-0.054755
2015-01-02 09:00:00,-0.054805,-0.054805,-0.054805,-0.054805,-0.054805
2015-01-02 10:00:00,-0.051545,-0.051545,-0.051545,-0.051545,-0.051545
2015-01-02 11:00:00,-0.046745,-0.046745,-0.046745,-0.046745,-0.046745
2015-01-02 12:00:00,-0.043325,-0.043325,-0.043325,-0.043325,-0.043325
2015-01-02 13:00:00,-0.04268,-0.04268,-0.04268,-0.04268,-0.04268
2015-01-02 14:00:00,-0.046335,-0.046335,-0.046335,-0.046335,-0.046335
2015-01-02 15:00:00,-0.05097,-0.05097,-0.05097,-0.05097,-0.05097
2015-01-02 16:00:00,-0.05699,-0.05699,-0.05699,-0.05699,-0.05699
2015-01-02 17:00:00,-0.06047,-0.06047,-0.06047,-0.06047,-0.06047
2015-01-02 18:00:00,-0.057475,-0.057475,-0.057475,-0.057475,-0.057475
2015-01-02 19:00:00,-0.05262,-0.05262,-0.05262,-0.05262,-0.05262
2015-01-02 20:00:00,-0.046725,-0.046725,-0.046725,-0.046725,-0.046725
2015-01-02 21:00:00,-0.04172,-0.04172,-0.04172,-0.04172,-0.04172
2015-01-02 22:00:00,-0.03944,-0.03944,-0.03944,-0.03944,-0.03944
2015-01-02 23:00:00,-0.037565,-0.037565,-0.037565,-0.037565,-0.037565
2015-01-03 00:00:00,-0.032755,-0.032755,-0.032755,-0.032755,-0.032755
2015-01-03 01:00:00,-0.027765,-0.027765,-0.027765,-0.027765,-0.027765
2015-01-03 02:00:00,-0.02441,-0.02441,-0.02441,-0.02441,-0.02441
2015-01-03 03:00:00,-0.01966,-0.01966,-0.01966,-0.01966,-0.01966
2015-01-03 04:00:00,-0.018495,-0.018495,-0.018495,-0.018495,-0.018495
2015-01-03 05:00:00,-0.022275,-0.022275,-0.022275,-0.022275,-0.022275
2015-01-03 06:00:00,-0.02773,-0.02773,-0.02773,-0.02773,-0.02773
2015-01-03 07:00:00,-0.03218,-0.03218,-0.03218,-0.03218,-0.03218
2015-01-03 08:00:00,-0.034735,-0.034735,-0.034735,-0.034735,-0.034735
2015-01-03 09:00:00,-0.03639,-0.03639,-0.03639,-0.03639,-0.03639
2015-01-03 10:00:00,-0.036113,-0.036113,-0.036113,-0.036113,-0.036113
2015-01-03 11:00:00,-0.035384,-0.035384,-0.035384,-0.035384,-0.035384
2015-01-03 12:00:00,-0.032171,-0.032171,-0.032171,-0.032171,-0.032171
2015-01-03 13:00:00,-0.029565,-0.029565,-0.029565,-0.029565,-0.029565
2015-01-03 14:00:00,-0.03379,-0.03379,-0.03379,-0.03379,-0.03379
2015-01-03 15:00:00,-0.03881,-0.03881,-0.03881,-0.03881,-0.03881
2015-01-03 16:00:00,-0.044875,-0.044875,-0.044875,-0.044875,-0.044875
2015-01-03 17:00:00,-0.052355,-0.052355,-0.052355,-0.052355,-0.052355
2015-01-03 18:00:00,-0.05389,-0.05389,-0.05389,-0.05389,-0.05389
2015-01-03 19:00:00,-0.05184,-0.05184,-0.05184,-0.05184,-0.05184
2015-01-03 20:00:00,-0.048835,-0.048835,-0.048835,-0.048835,-0.048835
2015-01-03 21:00:00,-0.043405,-0.043405,-0.043405,-0.043405,-0.043405
2015-01-03 22:00:00,-0.03896,-0.03896,-0.03896,-0.03896,-0.03896
2015-01-03 23:00:00,-0.036375,-0.036375,-0.036375,-0.036375,-0.036375
2015-01-04 00:00:00,-0.03124,-0.03124,-0.03124,-0.03124,-0.03124
2015-01-04 01:00:00,-0.026035,-0.026035,-0.026035,-0.026035,-0.026035
2015-01-04 02:00:00,-0.02471,-0.02471,-0.02471,-0.02471,-0.02471
2015-01-04 03:00:00,-0.02382,-0.02382,-0.02382,-0.02382,-0.02382
2015-01-04 04:00:00,-0.025905,-0.025905,-0.025905,-0.025905,-0.025905
2015-01-04 05:00:00,-0.03383,-0.03383,-0.03383,-0.03383,-0.03383
2015-01-04 06:00:00,-0.043055,-0.043055,-0.043055,-0.043055,-0.043055
2015-01-04 07:00:00,-0.050419,-0.050419,-0.050419,-0.050419,-0.050419
2015-01-04 08:00:00,-0.053135,-0.053135,-0.053135,-0.053135,-0.053135
2015-01-04 09:00:00,-0.052563,-0.052563,-0.052563,-0.052563,-0.052563
2015-01-04 10:00:00,-0.049583,-0.049583,-0.049583,-0.049583,-0.049583
2015-01-04 11:00:00,-0.045376,-0.045376,-0.045376,-0.045376,-0.045376
2015-01-04 12:00:00,-0.043076,-0.043076,-0.043076,-0.043076,-0.043076
2015-01-04 13:00:00,-0.043544,-0.043544,-0.043544,-0.043544,-0.043544
2015-01-04 14:00:00,-0.047386,-0.047386,-0.047386,-0.047386,-0.047386
2015-01-04 15:00:00,-0.050506,-0.050506,-0.050506,-0.050506,-0.050506
2015-01-04 16:00:00,-0.053988,-0.053988,-0.053988,-0.053988,-0.053988
2015-01-04 17:00:00,-0.056445,-0.056445,-0.056445,-0.056445,-0.056445
2015-01-04 18:00:00,-0.054649,-0.054649,-0.054649,-0.054649,-0.054649
2015-01-04 19:00:00,-0.052427,-0.052427,-0.052427,-0.052427,-0.052427
2015-01-04 20:00:00,-0.049054,-0.049054,-0.049054,-0.049054,-0.049054
2015-01-04 21:00:00,-0.044445,-0.044445,-0.044445,-0.044445,-0.044445
2015-01-04 22:00:00,-0.040402,-0.040402,-0.040402,-0.040402,-0.040402
2015-01-04 23:00:00,-0.035193,-0.035193,-0.035193,-0.035193,-0.035193
2015-01-05 00:00:00,-0.028115,-0.028115,-0.028115,-0.028115,-0.028115
2015-01-05 01:00:00,-0.02338,-0.02338,-0.02338,-0.02338,-0.02338
2015-01-05 02:00:00,-0.02192,-0.02192,-0.02192,-0.02192,-0.02192
2015-01-05 03:00:00,-0.02075,-0.02075,-0.02075,-0.02075,-0.02075
2015-01-05 04:00:00,-0.024515,-0.024515,-0.024515,-0.024515,-0.024515
2015-01-05 05:00:00,-0.034145,-0.034145,-0.034145,-0.034145,-0.034145
2015-01-05 06:00:00,-0.046125,-0.046125,-0.046125,-0.046125,-0.046125
2015-01-05 07:00:00,-0.053682,-0.053682,-0.053682,-0.053682,-0.053682
2015-01-05 08:00:00,-0.054434,-0.054434,-0.054434,-0.054434,-0.054434
2015-01-05 09:00:00,-0.05356,-0.05356,-0.05356,-0.05356,-0.05356
2015-01-05 10:00:00,-0.052094,-0.052094,-0.052094,-0.052094,-0.052094
2015-01-05 11:00:00,-0.049009,-0.049009,-0.049009,-0.049009,-0.049009
2015-01-05 12:00:00,-0.045836,-0.045836,-0.045836,-0.045836,-0.045836
2015-01-05 13:00:00,-0.045687,-0.045687,-0.045687,-0.045687,-0.045687
2015-01-05 14:00:00,-0.047893,-0.047893,-0.047893,-0.047893,-0.047893
2015-01-05 15:00:00,-0.051622,-0.051622,-0.051622,-0.051622,-0.051622
2015-01-05 16:00:00,-0.055308,-0.055308,-0.055308,-0.055308,-0.055308
2015-01-05 17:00:00,-0.056757,-0.056757,-0.056757,-0.056757,-0.056757
2015-01-05 18:00:00,-0.055057,-0.055057,-0.055057,-0.055057,-0.055057
2015-01-05 19:00:00,-0.052587,-0.052587,-0.052587,-0.052587,-0.052587
2015-01-05 20:00:00,-0.048793,-0.048793,-0.048793,-0.048793,-0.048793
2015-01-05 21:00:00,-0.044637,-0.044637,-0.044637,-0.044637,-0.044637
2015-01-05 22:00:00,-0.041261,-0.041261,-0.041261,-0.041261,-0.041261
2015-01-05 23:00:00,-0.039745,-0.039745,-0.039745,-0.039745,-0.039745
2015-01-06 00:00:00,-0.038655,-0.038655,-0.038655,-0.038655,-0.038655
2015-01-06 01:00:00,-0.03658,-0.03658,-0.03658,-0.03658,-0.03658
2015-01-06 02:00:00,-0.035845,-0.035845,-0.035845,-0.035845,-0.035845
2015-01-06 03:00:00,-0.0354,-0.0354,-0.0354,-0.0354,-0.0354
2015-01-06 04:00:00,-0.035725,-0.035725,-0.035725,-0.035725,-0.035725
2015-01-06 05:00:00,-0.038745,-0.038745,-0.038745,-0.038745,-0.038745
2015-01-06 06:00:00,-0.04423,-0.04423,-0.04423,-0.04423,-0.04423
2015-01-06 07:00:00,-0.047715,-0.047715,-0.047715,-0.047715,-0.047715
2015-01-06 08:00:00,-0.0496,-0.0496,-0.0496,-0.0496,-0.0496
2015-01-06 09:00:00,-0.052945,-0.052945,-0.052945,-0.052945,-0.052945
2015-01-06 10:00:00,-0.053418,-0.053418,-0.053418,-0.053418,-0.053418
2015-01-06 11:00:00,-0.049673,-0.049673,-0.049673,-0.049673,-0.049673
2015-01-06 12:00:00,-0.04454,-0.04454,-0.04454,-0.04454,-0.04454
2015-01-06 13:00:00,-0.043623,-0.043623,-0.043623,-0.043623,-0.043623
2015-01-06 14:00:00,-0.045238,-0.045238,-0.045238,-0.045238,-0.045238
2015-01-06 15:00:00,-0.047023,-0.047023,-0.047023,-0.047023,-0.047023
2015-01-06 16:00:00,-0.054438,-0.054438,-0.054438,-0.054438,-0.054438
2015-01-06 17:00:00,-0.06047,-0.06047,-0.06047,-0.06047,-0.06047
2015-01-06 18:00:00,-0.059276,-0.059276,-0.059276,-0.059276,-0.059276
2015-01-06 19:00:00,-0.056586,-0.056586,-0.056586,-0.056586,-0.056586
2015-01-06 20:00:00,-0.05416,-0.05416,-0.05416,-0.05416,-0.05416
2015-01-06 21:00:00,-0.04858,-0.04858,-0.04858,-0.04858,-0.04858
2015-01-06 22:00:00,-0.042215,-0.042215,-0.042215,-0.042215,-0.042215
2015-01-06 23:00:00,-0.038385,-0.038385,-0.038385,-0.038385,-0.038385
2015-01-07 00:00:00,-0.03405,-0.03405,-0.03405,-0.03405,-0.03405
2015-01-07 01:00:00,-0.030065,-0.030065,-0.030065,-0.030065,-0.030065
2015-01-07 02:00:00,-0.02903,-0.02903,-0.02903,-0.02903,-0.02903
2015-01-07 03:00:00,-0.02903,-0.02903,-0.02903,-0.02903,-0.02903
2015-01-07 04:00:00,-0.031715,-0.031715,-0.031715,-0.031715,-0.031715
2015-01-07 05:00:00,-0.039887,-0.039887,-0.039887,-0.039887,-0.039887
2015-01-07 06:00:00,-0.050843,-0.050843,-0.050843,-0.050843,-0.050843
2015-01-07 07:00:00,-0.059856,-0.059856,-0.059856,-0.059856,-0.059856
2015-01-07 08:00:00,-0.067243,-0.067243,-0.067243,-0.067243,-0.067243
2015-01-07 09:00:00,-0.069217,-0.069217,-0.069217,-0.069217,-0.069217
2015-01-07 10:00:00,-0.067826,-0.067826,-0.067826,-0.067826,-0.067826
2015-01-07 11:00:00,-0.059972,-0.059972,-0.059972,-0.059972,-0.059972
2015-01-07 12:00:00,-0.051992,-0.051992,-0.051992,-0.051992,-0.051992
2015-01-07 13:00:00,-0.056402,-0.056402,-0.056402,-0.056402,-0.056402
2015-01-07 14:00:00,-0.062481,-0.062481,-0.062481,-0.062481,-0.062481
2015-01-07 15:00:00,-0.067587,-0.067587,-0.067587,-0.067587,-0.067587
2015-01-07 16:00:00,-0.074616,-0.074616,-0.074616,-0.074616,-0.074616
2015-01-07 17:00:00,-0.073563,-0.073563,-0.073563,-0.073563,-0.073563
2015-01-07 18:00:00,-0.065292,-0.065292,-0.065292,-0.065292,-0.065292
2015-01-07 19:00:00,-0.059913,-0.059913,-0.059913,-0.059913,-0.059913
2015-01-07 20:00:00,-0.055312,-0.055312,-0.055312,-0.055312,-0.055312
2015-01-07 21:00:00,-0.050699,-0.050699,-0.050699,-0.050699,-0.050699
2015-01-07 22:00:00,-0.045231,-0.045231,-0.045231,-0.045231,-0.045231
2015-01-07 23:00:00,-0.040032,-0.040032,-0.040032,-0.040032,-0.040032
2015-01-08 00:00:00,-0.036607,-0.036607,-0.036607,-0.036607,-0.036607
2015-01-08 01:00:00,-0.03336,-0.03336,-0.03336,-0.03336,-0.03336
2015-01-08 02:00:00,-0.030225,-0.030225,-0.030225,-0.030225,-0.030225
2015-01-08 03:00:00,-0.028585,-0.028585,-0.028585,-0.028585,-0.028585
2015-01-08 04:00:00,-0.032745,-0.032745,-0.032745,-0.032745,-0.032745
2015-01-08 05:00:00,-0.04302,-0.04302,-0.04302,-0.04302,-0.04302
2015-01-08 06:00:00,-0.051695,-0.051695,-0.051695,-0.051695,-0.051695
2015-01-08 07:00:00,-0.056495,-0.056495,-0.056495,-0.056495,-0.056495
2015-01-08 08:00:00,-0.058998,-0.058998,-0.058998,-0.058998,-0.058998
2015-01-08 09:00:00,-0.057668,-0.057668,-0.057668,-0.057668,-0.057668
2015-01-08 10:00:00,-0.055209,-0.055209,-0.055209,-0.055209,-0.055209
2015-01-08 11:00:00,-0.052621,-0.052621,-0.052621,-0.052621,-0.052621
2015-01-08 12:00:00,-0.049952,-0.049952,-0.049952,-0.049952,-0.049952
2015-01-08 13:00:00,-0.05094,-0.05094,-0.05094,-0.05094,-0.05094
2015-01-08 14:00:00,-0.052814,-0.052814,-0.052814,-0.052814,-0.052814
2015-01-08 15:00:00,-0.055096,-0.055096,-0.055096,-0.055096,-0.055096
2015-01-08 16:00:00,-0.061788,-0.061788,-0.061788,-0.061788,-0.061788
2015-01-08 17:00:00,-0.064232,-0.064232,-0.064232,-0.064232,-0.064232
2015-01-08 18:00:00,-0.060588,-0.060588,-0.060588,-0.060588,-0.060588
2015-01-08 19:00:00,-0.056912,-0.056912,-0.056912,-0.056912,-0.056912
2015-01-08 20:00:00,-0.051419,-0.051419,-0.051419,-0.051419,-0.051419
2015-01-08 21:00:00,-0.046385,-0.046385,-0.046385,-0.046385,-0.046385
2015-01-08 22:00:00,-0.042957,-0.042957,-0.042957,-0.042957,-0.042957
2015-01-08 23:00:00,-0.039279,-0.039279,-0.039279,-0.039279,-0.039279
2015-01-09 00:00:00,-0.036458,-0.036458,-0.036458,-0.036458,-0.036458
2015-01-09 01:00:00,-0.033755,-0.033755,-0.033755,-0.033755,-0.033755
2015-01-09 02:00:00,-0.030485,-0.030485,-0.030485,-0.030485,-0.030485
2015-01-09 03:00:00,-0.029,-0.029,-0.029,-0.029,-0.029
2015-01-09 04:00:00,-0.03048,-0.03048,-0.03048,-0.03048,-0.03048
2015-01-09 05:00:00,-0.034505,-0.034505,-0.034505,-0.034505,-0.034505
2015-01-09 06:00:00,-0.038289,-0.038289,-0.038289,-0.038289,-0.038289
2015-01-09 07:00:00,-0.043512,-0.043512,-0.043512,-0.043512,-0.043512
2015-01-09 08:00:00,-0.048589,-0.048589,-0.048589,-0.048589,-0.048589
2015-01-09 09:00:00,-0.050121,-0.050121,-0.050121,-0.050121,-0.050121
2015-01-09 10:00:00,-0.049054,-0.049054,-0.049054,-0.049054,-0.049054
2015-01-09 11:00:00,-0.043614,-0.043614,-0.043614,-0.043614,-0.043614
2015-01-09 12:00:00,-0.038738,-0.038738,-0.038738,-0.038738,-0.038738
2015-01-09 13:00:00,-0.037898,-0.037898,-0.037898,-0.037898,-0.037898
2015-01-09 14:00:00,-0.038711,-0.038711,-0.038711,-0.038711,-0.038711
2015-01-09 15:00:00,-0.041831,-0.041831,-0.041831,-0.041831,-0.041831
2015-01-09 16:00:00,-0.049334,-0.049334,-0.049334,-0.049334,-0.049334
2015-01-09 17:00:00,-0.054534,-0.054534,-0.054534,-0.054534,-0.054534
2015-01-09 18:00:00,-0.054638,-0.054638,-0.054638,-0.054638,-0.054638
2015-01-09 19:00:00,-0.052283,-0.052283,-0.052283,-0.052283,-0.052283
2015-01-09 20:00:00,-0.045605,-0.045605,-0.045605,-0.045605,-0.045605
2015-01-09 21:00:00,-0.04007,-0.04007,-0.04007,-0.04007,-0.04007
2015-01-09 22:00:00,-0.03817,-0.03817,-0.03817,-0.03817,-0.03817
2015-01-09 23:00:00,-0.037005,-0.037005,-0.037005,-0.037005,-0.037005
2015-01-10 00:00:00,-0.033265,-0.033265,-0.033265,-0.033265,-0.033265
2015-01-10 01:00:00,-0.02786,-0.02786,-0.02786,-0.02786,-0.02786
2015-01-10 02:00:00,-0.02486,-0.02486,-0.02486,-0.02486,-0.02486
2015-01-10 03:00:00,-0.02378,-0.02378,-0.02378,-0.02378,-0.02378
2015-01-10 04:00:00,-0.02384,-0.02384,-0.02384,-0.02384,-0.02384
2015-01-10 05:00:00,-0.02492,-0.02492,-0.02492,-0.02492,-0.02492
2015-01-10 06:00:00,-0.03022,-0.03022,-0.03022,-0.03022,-0.03022
2015-01-10 07:00:00,-0.035508,-0.035508,-0.035508,-0.035508,-0.035508
2015-01-10 08:00:00,-0.036863,-0.036863,-0.036863,-0.036863,-0.036863
2015-01-10 09:00:00,-0.038861,-0.038861,-0.038861,-0.038861,-0.038861
2015-01-10 10:00:00,-0.040574,-0.040574,-0.040574,-0.040574,-0.040574
2015-01-10 11:00:00,-0.038805,-0.038805,-0.038805,-0.038805,-0.038805
2015-01-10 12:00:00,-0.034542,-0.034542,-0.034542,-0.034542,-0.034542
2015-01-10 13:00:00,-0.032418,-0.032418,-0.032418,-0.032418,-0.032418
2015-01-10 14:00:00,-0.034378,-0.034378,-0.034378,-0.034378,-0.034378
2015-01-10 15:00:00,-0.039373,-0.039373,-0.039373,-0.039373,-0.039373
2015-01-10 16:00:00,-0.048157,-0.048157,-0.048157,-0.048157,-0.048157
2015-01-10 17:00:00,-0.051295,-0.051295,-0.051295,-0.051295,-0.051295
2015-01-10 18:00:00,-0.048836,-0.048836,-0.048836,-0.048836,-0.048836
2015-01-10 19:00:00,-0.04824,-0.04824,-0.04824,-0.04824,-0.04824
2015-01-10 20:00:00,-0.04369,-0.04369,-0.04369,-0.04369,-0.04369
2015-01-10 21:00:00,-0.03864,-0.03864,-0.03864,-0.03864,-0.03864
2015-01-10 22:00:00,-0.036215,-0.036215,-0.036215,-0.036215,-0.036215
2015-01-10 23:00:00,-0.03136,-0.03136,-0.03136,-0.03136,-0.03136
2015-01-11 00:00:00,-0.024685,-0.024685,-0.024685,-0.024685,-0.024685
2015-01-11 01:00:00,-0.02069,-0.02069,-0.02069,-0.02069,-0.02069
2015-01-11 02:00:00,-0.01957,-0.01957,-0.01957,-0.01957,-0.01957
2015-01-11 03:00:00,-0.01946,-0.01946,-0.01946,-0.01946,-0.01946
2015-01-11 04:00:00,-0.023375,-0.023375,-0.023375,-0.023375,-0.023375
2015-01-11 05:00:00,-0.036503,-0.036503,-0.036503,-0.036503,-0.036503
2015-01-11 06:00:00,-0.0496,-0.0496,-0.0496,-0.0496,-0.0496
2015-01-11 07:00:00,-0.054652,-0.054652,-0.054652,-0.054652,-0.054652
2015-01-11 08:00:00,-0.056376,-0.056376,-0.056376,-0.056376,-0.056376
2015-01-11 09:00:00,-0.056433,-0.056433,-0.056433,-0.056433,-0.056433
2015-01-11 10:00:00,-0.055596,-0.055596,-0.055596,-0.055596,-0.055596
2015-01-11 11:00:00,-0.05329,-0.05329,-0.05329,-0.05329,-0.05329
2015-01-11 12:00:00,-0.052792,-0.052792,-0.052792,-0.052792,-0.052792
2015-01-11 13:00:00,-0.054343,-0.054343,-0.054343,-0.054343,-0.054343
2015-01-11 14:00:00,-0.055885,-0.055885,-0.055885,-0.055885,-0.055885
2015-01-11 15:00:00,-0.056357,-0.056357,-0.056357,-0.056357,-0.056357
2015-01-11 16:00:00,-0.05745,-0.05745,-0.05745,-0.05745,-0.05745
2015-01-11 17:00:00,-0.058816,-0.058816,-0.058816,-0.058816,-0.058816
2015-01-11 18:00:00,-0.056483,-0.056483,-0.056483,-0.056483,-0.056483
2015-01-11 19:00:00,-0.054248,-0.054248,-0.054248,-0.054248,-0.054248
2015-01-11 20:00:00,-0.050597,-0.050597,-0.050597,-0.050597,-0.050597
2015-01-11 21:00:00,-0.045465,-0.045465,-0.045465,-0.045465,-0.045465
2015-01-11 22:00:00,-0.043465,-0.043465,-0.043465,-0.043465,-0.043465
2015-01-11 23:00:00,-0.040256,-0.040256,-0.040256,-0.040256,-0.040256
2015-01-12 00:00:00,-0.03547,-0.03547,-0.03547,-0.03547,-0.03547
2015-01-12 01:00:00,-0.032965,-0.032965,-0.032965,-0.032965,-0.032965
2015-01-12 02:00:00,-0.03222,-0.03222,-0.03222,-0.03222,-0.03222
2015-01-12 03:00:00,-0.032301,-0.032301,-0.032301,-0.032301,-0.032301
2015-01-12 04:00:00,-0.033716,-0.033716,-0.033716,-0.033716,-0.033716
2015-01-12 05:00:00,-0.044968,-0.044968,-0.044968,-0.044968,-0.044968
2015-01-12 06:00:00,-0.0559,-0.0559,-0.0559,-0.0559,-0.0559
2015-01-12 07:00:00,-0.056876,-0.056876,-0.056876,-0.056876,-0.056876
2015-01-12 08:00:00,-0.055628,-0.055628,-0.055628,-0.055628,-0.055628
2015-01-12 09:00:00,-0.053404,-0.053404,-0.053404,-0.053404,-0.053404
2015-01-12 10:00:00,-0.051874,-0.051874,-0.051874,-0.051874,-0.051874
2015-01-12 11:00:00,-0.0487,-0.0487,-0.0487,-0.0487,-0.0487
2015-01-12 12:00:00,-0.04543,-0.04543,-0.04543,-0.04543,-0.04543
2015-01-12 13:00:00,-0.047793,-0.047793,-0.047793,-0.047793,-0.047793
2015-01-12 14:00:00,-0.052474,-0.052474,-0.052474,-0.052474,-0.052474
2015-01-12 15:00:00,-0.055565,-0.055565,-0.055565,-0.055565,-0.055565
2015-01-12 16:00:00,-0.05864,-0.05864,-0.05864,-0.05864,-0.05864
2015-01-12 17:00:00,-0.05974,-0.05974,-0.05974,-0.05974,-0.05974
2015-01-12 18:00:00,-0.057948,-0.057948,-0.057948,-0.057948,-0.057948
2015-01-12 19:00:00,-0.055732,-0.055732,-0.055732,-0.055732,-0.055732
2015-01-12 20:00:00,-0.052832,-0.052832,-0.052832,-0.052832,-0.052832
2015-01-12 21:00:00,-0.04938,-0.04938,-0.04938,-0.04938,-0.04938
2015-01-12 22:00:00,-0.045632,-0.045632,-0.045632,-0.045632,-0.045632
2015-01-12 23:00:00,-0.040083,-0.040083,-0.040083,-0.040083,-0.040083
2015-01-13 00:00:00,-0.035973,-0.035973,-0.035973,-0.035973,-0.035973
2015-01-13 01:00:00,-0.034179,-0.034179,-0.034179,-0.034179,-0.034179
2015-01-13 02:00:00,-0.032381,-0.032381,-0.032381,-0.032381,-0.032381
2015-01-13 03:00:00,-0.032252,-0.032252,-0.032252,-0.032252,-0.032252
2015-01-13 04:00:00,-0.034159,-0.034159,-0.034159,-0.034159,-0.034159
2015-01-13 05:00:00,-0.042255,-0.042255,-0.042255,-0.042255,-0.042255
2015-01-13 06:00:00,-0.051148,-0.051148,-0.051148,-0.051148,-0.051148
2015-01-13 07:00:00,-0.053537,-0.053537,-0.053537,-0.053537,-0.053537
2015-01-13 08:00:00,-0.053389,-0.053389,-0.053389,-0.053389,-0.053389
2015-01-13 09:00:00,-0.052699,-0.052699,-0.052699,-0.052699,-0.052699
2015-01-13 10:00:00,-0.050436,-0.050436,-0.050436,-0.050436,-0.050436
2015-01-13 11:00:00,-0.046796,-0.046796,-0.046796,-0.046796,-0.046796
2015-01-13 12:00:00,-0.045425,-0.045425,-0.045425,-0.045425,-0.045425
2015-01-13 13:00:00,-0.048088,-0.048088,-0.048088,-0.048088,-0.048088
2015-01-13 14:00:00,-0.051683,-0.051683,-0.051683,-0.051683,-0.051683
2015-01-13 15:00:00,-0.053678,-0.053678,-0.053678,-0.053678,-0.053678
2015-01-13 16:00:00,-0.057273,-0.057273,-0.057273,-0.057273,-0.057273
2015-01-13 17:00:00,-0.058616,-0.058616,-0.058616,-0.058616,-0.058616
2015-01-13 18:00:00,-0.0569,-0.0569,-0.0569,-0.0569,-0.0569
2015-01-13 19:00:00,-0.05605,-0.05605,-0.05605,-0.05605,-0.05605
2015-01-13 20:00:00,-0.053081,-0.053081,-0.053081,-0.053081,-0.053081
2015-01-13 21:00:00,-0.047986,-0.047986,-0.047986,-0.047986,-0.047986
2015-01-13 22:00:00,-0.044047,-0.044047,-0.044047,-0.044047,-0.044047
2015-01-13 23:00:00,-0.042312,-0.042312,-0.042312,-0.042312,-0.042312
2015-01-14 00:00:00,-0.041015,-0.041015,-0.041015,-0.041015,-0.041015
2015-01-14 01:00:00,-0.039455,-0.039455,-0.039455,-0.039455,-0.039455
2015-01-14 02:00:00,-0.038245,-0.038245,-0.038245,-0.038245,-0.038245
2015-01-14 03:00:00,-0.03798,-0.03798,-0.03798,-0.03798,-0.03798
2015-01-14 04:00:00,-0.03926,-0.03926,-0.03926,-0.03926,-0.03926
2015-01-14 05:00:00,-0.047265,-0.047265,-0.047265,-0.047265,-0.047265
2015-01-14 06:00:00,-0.055233,-0.055233,-0.055233,-0.055233,-0.055233
2015-01-14 07:00:00,-0.057061,-0.057061,-0.057061,-0.057061,-0.057061
2015-01-14 08:00:00,-0.057628,-0.057628,-0.057628,-0.057628,-0.057628
2015-01-14 09:00:00,-0.055381,-0.055381,-0.055381,-0.055381,-0.055381
2015-01-14 10:00:00,-0.052889,-0.052889,-0.052889,-0.052889,-0.052889
2015-01-14 11:00:00,-0.050385,-0.050385,-0.050385,-0.050385,-0.050385
2015-01-14 12:00:00,-0.048127,-0.048127,-0.048127,-0.048127,-0.048127
