,NORD,CNOR,CSUD,SUD,SARD,SICI
2015-06-29 19:00:00,-30409326.6502366,-5157362.850571006,-8227798.036669644,-4270227.011692081,-1500572.264559505,-2977092.8658945756
2015-06-29 20:00:00,-28467602.09570944,-4711401.091068104,-7611731.920555506,-3913279.0233526747,-1407516.1732652579,-2756870.191465697
2015-06-29 21:00:00,-26464493.76455425,-4345247.560789188,-6989497.761861683,-3601877.7997422894,-1294365.135196996,-2553223.35931342
2015-06-29 22:00:00,-25421006.669781536,-3572694.272238669,-6154902.914438276,-2991725.3848263556,-1183250.7214365357,-2196214.0949977594
2015-06-29 23:00:00,-23548191.506164543,-3290593.2868256215,-5629805.107472762,-2788354.441108656,-1096122.497198255,-2006982.5264978318
2015-06-30 00:00:00,-22767026.139029745,-3183491.0308962935,-5406651.874139088,-2729452.2132841377,-1059316.7893645547,-1922033.6615237002
2015-06-30 01:00:00,-22457651.140447736,-3182742.642569481,-5282998.9769015405,-2720966.525761079,-1045420.5025366048,-1884107.933565125
2015-06-30 02:00:00,-22637184.397133112,-3232256.742448054,-5301091.007611408,-2661139.0941198734,-1047936.9455173833,-1902387.7386668145
2015-06-30 03:00:00,-22862041.242230732,-3307619.958864877,-5306017.963665886,-2607756.562040266,-1071063.9706493802,-1923142.237516755
2015-06-30 04:00:00,-25622678.6641772,-3775291.0347575997,-5808443.917967675,-2789642.9352398217,-1124765.4306203807,-2050998.7816817167
2015-06-30 05:00:00,-30595678.66344941,-4542411.073527746,-6843490.001230736,-3375370.2305111364,-1263411.8974915426,-2485707.594434721
2015-06-30 06:00:00,-35700550.24717836,-5368354.772048329,-7998475.333458607,-3844908.3879628787,-1424091.747442739,-2885328.1387344776
2015-06-30 07:00:00,-38200780.071586035,-5709819.312029138,-8627292.558205443,-4123445.9756384776,-1481512.1452109853,-3051953.914944072
2015-06-30 08:00:00,-39018545.21203997,-5852047.721090757,-8824045.89913579,-4191702.3060516277,-1493477.2957821144,-3063303.0796532445
2015-06-30 09:00:00,-39284255.59955671,-5896649.037104154,-8896566.839966705,-4244629.774561819,-1492489.260089556,-3055398.0668230383
2015-06-30 10:00:00,-37288565.21220182,-5699714.541502841,-8846945.069918696,-4366618.579645076,-1495102.6743511253,-3072527.5314588267
2015-06-30 11:00:00,-37441671.22478471,-5605203.191643392,-8769480.538993558,-4186699.8008986213,-1466710.9980211754,-3004576.2390182754
2015-06-30 12:00:00,-38856259.8471719,-5789534.590496933,-8860397.786949653,-4082969.191228281,-1414804.1205936081,-2952769.023084897
2015-06-30 13:00:00,-39336402.96405053,-5990810.015354405,-8946759.698898373,-4068386.4090130245,-1446096.4916821949,-2907655.1688634125
2015-06-30 14:00:00,-39355479.25946422,-5974424.148945092,-9029311.069964603,-4102891.8477831604,-1438765.0378831662,-3103320.0792962215
2015-06-30 15:00:00,-37914438.42653388,-5818582.147071829,-8875530.50393778,-4265026.499262726,-1481305.4107144147,-3169719.642855525
2015-06-30 16:00:00,-36036529.25106578,-5631842.202072021,-8695545.171849001,-4240857.45545511,-1510444.5071240899,-3092726.7290481315
2015-06-30 17:00:00,-34486462.77086805,-5571624.962485739,-8619156.386872528,-4229281.774508957,-1523961.5576870944,-3056533.2047397015
2015-06-30 18:00:00,-32501727.28187031,-5239434.058940772,-8423454.178894334,-4309451.081222564,-1507378.1123435097,-3009797.481594083
2015-06-30 19:00:00,-31658100.490523778,-5139893.838166474,-8286932.369137247,-4256026.651732511,-1495663.4987156084,-2966930.6483273553
2015-06-30 20:00:00,-29963704.41229957,-4708831.773414248,-7704201.72471198,-3911190.454480529,-1406794.1989229592,-2755375.5468691303
2015-06-30 21:00:00,-27709785.89467318,-4360407.834463887,-7086839.945626991,-3614201.4124503825,-1298625.1489788387,-2562042.5183988493
2015-06-30 22:00:00,-25003993.471073974,-4152799.8903923323,-6161816.489842391,-3336108.5876180786,-1220321.45945506,-2402588.1353091337
2015-06-30 23:00:00,-23200820.38396876,-3810660.8592527756,-5683211.329346467,-3115900.045040302,-1139397.5215493373,-2179060.357901517
2015-07-01 00:00:00,-22484408.586641725,-3661235.1580023495,-5437366.846845767,-2982231.783914855,-1105252.9382743929,-2055269.5098602758
2015-07-01 01:00:00,-22129105.141559727,-3579978.0621011807,-5308164.769190553,-2934209.9050652143,-1088899.696243346,-2030538.2216938522
2015-07-01 02:00:00,-22385469.16154877,-3606969.529769707,-5297089.093434774,-2973086.5170739912,-1090079.2651192842,-2061331.279131495
2015-07-01 03:00:00,-22825826.162831426,-3635412.3018359295,-5333363.427646678,-2941020.2090232545,-1112352.639167082,-2059458.9706454936
2015-07-01 04:00:00,-25540978.60951256,-4064916.1317391675,-5824886.740317574,-3227144.85279822,-1162445.1063202773,-2188054.7666492644
2015-07-01 05:00:00,-30368696.82264782,-4901272.973391118,-6910759.218415813,-3746813.0882646795,-1291034.1205404324,-2620574.421424825
2015-07-01 06:00:00,-35422658.469335094,-5730065.9555330165,-8135022.897135988,-4231725.62179302,-1443423.6316197757,-3040453.4639584366
2015-07-01 07:00:00,-37866577.874269314,-6162120.179442418,-8845593.33187031,-4498748.773388673,-1520505.705271233,-3232729.9275423237
2015-07-01 08:00:00,-38897445.45009676,-6272338.3037727205,-9382535.43169714,-4351874.074691588,-1534153.9566980202,-3245563.478679104
2015-07-01 09:00:00,-39310825.723040156,-6296024.475604377,-9361589.617536772,-4510683.41006218,-1534470.7638358923,-3225289.557097727
2015-07-01 10:00:00,-37845198.28145234,-6128506.9742484605,-9378619.494781446,-4535824.073526399,-1540482.351319378,-3218243.3272798047
2015-07-01 11:00:00,-38203103.9165391,-5983281.157497944,-9305567.841458453,-4280453.398216471,-1513699.8956317857,-3139693.691526848
2015-07-01 12:00:00,-39240791.76790073,-6103647.937413118,-9350268.33111655,-4292880.434788895,-1502612.9449777005,-3149724.3399991198
2015-07-01 13:00:00,-39438584.27044758,-6238842.640241852,-9416317.034983655,-4290916.037716727,-1488353.6470251095,-3143327.9734760504
2015-07-01 14:00:00,-39444449.36941402,-6246003.806964777,-9463269.433381967,-4399182.150295105,-1480704.894976177,-3239546.662540678
2015-07-01 15:00:00,-38005557.33828054,-6215413.934799326,-9333877.580554437,-4540644.4238943495,-1509630.1250213268,-3281602.5277211173
2015-07-01 16:00:00,-36354005.342474625,-5998964.293385473,-9002799.741638588,-4567021.14477609,-1538883.8069715316,-3288706.3941328605
2015-07-01 17:00:00,-34977794.389928654,-5885961.682004012,-8777354.769530939,-4562561.706559256,-1581552.1509567986,-3205036.7355767563
2015-07-01 18:00:00,-33012034.82979882,-5543664.022090231,-8449061.926573692,-4604579.789552615,-1560533.7148618284,-3153330.268116523
2015-07-01 19:00:00,-31914549.567832377,-5391525.624111358,-8327576.0561702,-4520101.557670797,-1537998.0341778547,-3075552.991370193
2015-07-01 20:00:00,-29971815.13988699,-4980304.429264269,-7721173.031755416,-4145071.562696954,-1450679.0266966752,-2863996.678322698
2015-07-01 21:00:00,-27735535.71018648,-4542688.295452087,-7072542.453805699,-3855984.513744889,-1349364.9870654624,-2647152.8342088815
2015-07-01 22:00:00,-25310794.492249504,-4144333.4477034207,-6510488.465213164,-3402729.4217024753,-1225190.389770842,-2412316.7924319524
2015-07-01 23:00:00,-23507592.5620248,-3854378.2149877436,-5920756.545557958,-3107851.1816052417,-1136541.1248684123,-2195006.5559411626
2015-07-02 00:00:00,-22757819.501691066,-3745314.326528365,-5681185.601906062,-2979418.8078722754,-1106589.1936599906,-2097825.195080244
2015-07-02 01:00:00,-22175947.60703711,-3664882.1633111234,-5559912.684515762,-3012693.284422951,-1095029.7534048571,-2066737.2499879475
2015-07-02 02:00:00,-22334017.996261716,-3686157.762487025,-5568402.085527817,-2973426.640754109,-1096851.1597508667,-2064859.0511915556
2015-07-02 03:00:00,-22946377.607251015,-3733250.894516469,-5626591.50279782,-2929889.0028632632,-1118307.283956474,-2095365.0754521468
2015-07-02 04:00:00,-25820985.609575536,-4090442.4054748756,-6144158.5738940565,-3141140.2056842768,-1170245.9686112572,-2219923.381851598
2015-07-02 05:00:00,-30638437.95955888,-4881141.794375999,-7287764.096610491,-3674461.1168067674,-1317369.2411361905,-2645478.849581477
2015-07-02 06:00:00,-35807895.38025087,-5710513.428954863,-8522714.946583558,-4223908.472960438,-1475326.345042387,-3047603.151691505
2015-07-02 07:00:00,-38302397.75386023,-6092888.225982821,-9307564.930558952,-4390379.32623153,-1564217.5007763437,-3218484.373482074
2015-07-02 08:00:00,-39522367.859406434,-6333908.063119238,-9602728.722597672,-4480401.668225622,-1564719.0505800198,-3235803.5648938045
2015-07-02 09:00:00,-40050450.70673941,-6415284.930283564,-9697618.541353902,-4553333.796300632,-1552386.9466282644,-3215186.2556088218
2015-07-02 10:00:00,-38772816.59845572,-6128706.5554347625,-9739071.803361144,-4547799.19932354,-1548819.4318032623,-3229941.157513275
2015-07-02 11:00:00,-39186940.4406179,-6023890.507918346,-9589338.916744716,-4404948.732189041,-1511871.122170606,-3140048.167864914
2015-07-02 12:00:00,-40059691.05386773,-6228454.5073771775,-9651906.42515137,-4399723.1977297105,-1487558.5914325996,-3091611.8162877774
2015-07-02 13:00:00,-40264164.57297922,-6351482.616873125,-9673575.911717653,-4375436.267385087,-1492533.4794824768,-3128700.265945385
2015-07-02 14:00:00,-40110904.04458305,-6375739.847198993,-9730695.84070648,-4445341.8033502605,-1511068.7257347286,-3219229.65324613
2015-07-02 15:00:00,-38910825.44023632,-6407017.51114585,-9411226.860642096,-4711451.061033404,-1532328.7153284033,-3288189.1991365813
2015-07-02 16:00:00,-37339744.51377467,-6080000.692008192,-9383180.609300293,-4664437.388949177,-1554323.9891763718,-3282179.414969496
2015-07-02 17:00:00,-36068939.81880653,-5891570.095320992,-9136601.22182028,-4644126.938076102,-1582624.0821441433,-3200606.959486644
2015-07-02 18:00:00,-34188873.02346793,-5568663.941220332,-8814383.451312201,-4725527.714349283,-1555120.6509601409,-3160036.8831296456
2015-07-02 19:00:00,-33246542.428494465,-5404859.437740859,-8711251.55427233,-4649327.1180923,-1547174.7697198766,-3080761.4938271577
2015-07-02 20:00:00,-31313407.558747042,-4984440.613391848,-8015963.22972207,-4224065.813056602,-1441899.260676902,-2859873.9214091
2015-07-02 21:00:00,-28967109.134669818,-4661815.340050112,-7395913.575452839,-3882094.0034557427,-1345896.6620023495,-2645534.391226889
2015-07-02 22:00:00,-26353402.811985668,-4274651.464324789,-6503284.826156026,-3570987.9337689835,-1222279.7519564433,-2402501.7916764147
2015-07-02 23:00:00,-24489611.044855382,-3922467.7212016666,-5909537.8508004295,-3301549.7172573064,-1128128.2729278444,-2177222.0806807545
2015-07-03 00:00:00,-23383698.651381478,-3814312.004765732,-5592673.959220341,-3202288.035154754,-1085778.5564991094,-2079006.5622019
2015-07-03 01:00:00,-22842987.24211957,-3720043.8133848296,-5454672.95994457,-3117631.3598401523,-1068860.1997053542,-2044105.3630330544
2015-07-03 02:00:00,-22911177.82085912,-3723522.869323017,-5459019.114767788,-3228717.2153030885,-1069457.7786163643,-2049763.7925533692
2015-07-03 03:00:00,-23373393.154814787,-3780114.539218289,-5514491.46220426,-3133462.1643592715,-1095739.9820514286,-2076050.1997075141
2015-07-03 04:00:00,-26178331.261604395,-4202817.329396251,-6050278.944533644,-3420567.6458127336,-1143665.330811898,-2212651.1163325505
2015-07-03 05:00:00,-30990172.269210234,-5000614.931879016,-7233676.957306253,-3903155.50509172,-1289535.2027285758,-2618681.989450536
2015-07-03 06:00:00,-36119038.48192356,-5882157.320293731,-8511879.131513136,-4327618.996311403,-1458226.2790517057,-3032395.99323239
2015-07-03 07:00:00,-38848453.77652887,-6309478.648038603,-9228358.443543773,-4679730.388170165,-1555573.4237244509,-3227010.556412711
2015-07-03 08:00:00,-40158377.42297008,-6502110.671404481,-9565197.737004887,-4733250.369333506,-1573246.9969249675,-3261685.873832676
2015-07-03 09:00:00,-40754384.86330563,-6558491.982796518,-9700512.086657848,-4775747.444455299,-1581073.1463696843,-3238325.96520734
2015-07-03 10:00:00,-39313709.514644474,-6343554.019190119,-9751480.092416428,-4722856.099206997,-1584999.5952776405,-3233963.043060595
2015-07-03 11:00:00,-40016989.77845639,-6207500.735969108,-9601796.927864503,-4490812.78588735,-1545984.6227737977,-3130932.0467070476
2015-07-03 12:00:00,-40800933.1780764,-6338849.648112363,-9704352.737020155,-4569476.852106093,-1525016.6452027028,-3069279.213889486
2015-07-03 13:00:00,-40982598.18143007,-6422592.691944306,-9777359.698222287,-4585396.860765516,-1520754.4256604817,-3086947.0174775976
2015-07-03 14:00:00,-40847753.30523714,-6434933.21317985,-9853324.81649561,-4678492.771726539,-1530627.0856818531,-3188034.488105238
2015-07-03 15:00:00,-38925982.82423727,-6346042.250460866,-9704272.64361291,-4718464.954725764,-1586839.691439597,-3251895.9391047913
2015-07-03 16:00:00,-37013499.92437869,-6175620.557878092,-9343460.031060204,-4780490.171968608,-1600663.223918535,-3239179.5205891095
2015-07-03 17:00:00,-35648391.31033072,-6053418.01339263,-9100085.408648739,-4806306.876038084,-1618118.38243123,-3199138.7399764727
2015-07-03 18:00:00,-33537540.928570293,-5670885.935382076,-8731741.87415907,-4852257.072017428,-1581348.0843591017,-3170805.5355469547
2015-07-03 19:00:00,-32575652.86398205,-5524911.412028621,-8532127.817328678,-4782169.822706914,-1562478.4216931926,-3103758.153782468
2015-07-03 20:00:00,-30390922.02304156,-5029481.300312746,-7887895.507521087,-4466718.447451655,-1480976.7149908517,-2898753.3949984605
2015-07-03 21:00:00,-28182448.638305523,-4653093.736723687,-7258695.267307651,-4068314.092307538,-1382478.9154444486,-2666388.690839887
2015-07-03 22:00:00,-24722317.299343027,-4101000.2115749684,-6335275.283508377,-3555841.253968718,-1226475.9659643325,-2361099.259937436
2015-07-03 23:00:00,-22914187.247377276,-3833709.397750331,-5839709.258059548,-3308767.099752502,-1149129.3468538295,-2175117.750744922
2015-07-04 00:00:00,-21930472.86297195,-3705315.0961054415,-5535704.208658924,-3221691.91400478,-1100646.566994013,-2078907.6356569934
2015-07-04 01:00:00,-21500922.432029374,-3559626.885602606,-5403489.246519731,-3150319.587036738,-1081172.1824173853,-2035925.5559588512
2015-07-04 02:00:00,-21225651.864590388,-3535821.0768260234,-5363597.151872296,-3148354.7740864716,-1070912.7407044806,-2029528.8918205285
2015-07-04 03:00:00,-20878277.49608604,-3346685.364389898,-5231945.3316458445,-3050244.4550026366,-1072874.6057169025,-2019449.944066039
2015-07-04 04:00:00,-21269396.552115638,-3495849.7793325004,-5401176.384772179,-3192010.099714929,-1081978.7786134474,-2059016.6969169395
2015-07-04 05:00:00,-23758409.302644245,-3900991.5108872955,-6105769.7695184145,-3555285.2801209465,-1177308.4677062947,-2356454.6863540635
2015-07-04 06:00:00,-27036422.603211317,-4351203.535757799,-6991337.77390013,-3995139.3593040453,-1299393.8237087396,-2691510.3479604684
2015-07-04 07:00:00,-29220127.613368984,-4665438.452860874,-7668328.583951779,-4278361.403790908,-1379939.7130494153,-2868185.2638176377
2015-07-04 08:00:00,-30216027.878229413,-4795173.695270418,-7942725.774341375,-4262713.736378467,-1396518.2967441352,-2884593.713771197
2015-07-04 09:00:00,-30354047.76024437,-4823789.233580899,-8065413.724684956,-4221530.097260919,-1392220.2483448407,-2890187.343798714
2015-07-04 10:00:00,-29520527.376701634,-4704416.109949977,-8127989.748842725,-4122601.0122613055,-1406553.4042237732,-2904806.830802737
2015-07-04 11:00:00,-28991588.17707064,-4536295.450142261,-7948947.035999061,-4154193.149054878,-1371486.4883262075,-2811808.7371574873
2015-07-04 12:00:00,-28836968.973947022,-4471805.178275876,-7864105.026294346,-4050046.166827345,-1324472.71657911,-2708850.4450726034
2015-07-04 13:00:00,-28735222.67608303,-4469197.41673928,-7796817.232828349,-3973365.0129785384,-1268582.9349891287,-2737078.6212574416
2015-07-04 14:00:00,-28750757.925253827,-4563914.812685242,-7835128.974086168,-4076141.5039953883,-1284999.4992795358,-2872221.8740924774
2015-07-04 15:00:00,-28822038.83604062,-4675867.035001856,-7889663.223349406,-4116044.439985794,-1398077.0570474043,-2939593.0909333974
2015-07-04 16:00:00,-28838607.387232684,-4709193.254847664,-7910261.96336397,-4234742.069361151,-1434515.7441527036,-2968220.395308509
2015-07-04 17:00:00,-28491486.04257207,-4812821.134364353,-7850548.279626956,-4330111.146813903,-1473890.2413930066,-2920153.065122195
2015-07-04 18:00:00,-27400041.262593508,-4703960.803662248,-7680236.558710547,-4429825.593008925,-1475507.5828081474,-2936167.1647852114
2015-07-04 19:00:00,-26899605.5664268,-4616639.283282235,-7648621.002637285,-4380100.700709133,-1471590.338252589,-2873004.3362740646
2015-07-04 20:00:00,-25957415.39514274,-4350290.982418042,-7170610.8645205675,-4014670.0357056614,-1407194.5546960288,-2701061.48281855
2015-07-04 21:00:00,-24310444.006407324,-4070636.413374297,-6694541.947749286,-3761499.7337292726,-1332456.6736459953,-2524901.9419031497
2015-07-04 22:00:00,-22191371.129691172,-3804641.310548308,-6225117.421399721,-3268343.7461362914,-1233168.1870023203,-2343549.2505360716
2015-07-04 23:00:00,-20546708.747172985,-3549921.4785252633,-5733524.189199345,-3027359.5135588413,-1156544.0098570918,-2185063.3540218323
2015-07-05 00:00:00,-19657564.04139362,-3397511.8944758754,-5428956.89076778,-2933897.6819963227,-1112618.9326147428,-2078007.8051765694
2015-07-05 01:00:00,-19165839.90381334,-3251561.3144830563,-5248493.223720841,-2786124.966415395,-1090351.8210864787,-2031454.8259652448
2015-07-05 02:00:00,-19045944.139364764,-3269520.410894798,-5189940.607746998,-2776472.1558939284,-1085274.3058893313,-1991575.226334365
2015-07-05 03:00:00,-18499380.626328185,-3141809.5614447757,-5009813.518245998,-2664332.980138515,-1077917.5537027197,-1936906.8898190719
2015-07-05 04:00:00,-18170570.990219593,-3113509.593815023,-4981777.356514648,-2628282.4679653537,-1052048.2403799198,-1914458.3135476897
2015-07-05 05:00:00,-19721937.873077445,-3337688.508731678,-5488998.3525857655,-2821020.323301767,-1121735.397766883,-2175355.466679346
2015-07-05 06:00:00,-21799384.785716258,-3652006.364444197,-6102526.679435355,-3161760.886475144,-1220139.5393522526,-2451439.1181187355
2015-07-05 07:00:00,-23481139.38011431,-3939022.6735223862,-6609937.889444001,-3368431.004080849,-1286185.9971211562,-2607150.319966458
2015-07-05 08:00:00,-24954250.019902397,-4100297.3921433883,-6867872.331183683,-3592666.752925653,-1322255.14383188,-2673925.4347212194
2015-07-05 09:00:00,-25593587.70210764,-4241055.765380954,-6996884.020438468,-3763412.1112215347,-1340278.230304173,-2705183.884081594
2015-07-05 10:00:00,-25994100.561431494,-4246273.858308928,-7166389.231616618,-3809466.727692949,-1363025.5049337966,-2739801.1242394214
2015-07-05 11:00:00,-25810598.5017618,-4170117.3276208052,-6903461.710673467,-3960087.931537361,-1345857.5261495078,-2638383.1530227675
2015-07-05 12:00:00,-26192957.87805475,-4083056.423577112,-7175572.264739074,-3510728.6431066077,-1322807.4015304996,-2547419.820992018
2015-07-05 13:00:00,-25894352.53675292,-4241929.111977024,-6881091.952778522,-3556999.3758894415,-1257209.6302152118,-2492182.303792261
2015-07-05 14:00:00,-26001931.34638331,-4236827.311090181,-6851604.288186109,-3637297.0626519416,-1292115.0029700361,-2520267.2784840087
2015-07-05 15:00:00,-26224651.287431225,-4334388.49445426,-6981234.618213554,-3800385.2358664228,-1310330.667187909,-2634064.842724212
2015-07-05 16:00:00,-26420101.988899466,-4582755.759759561,-6917892.610734228,-3835238.899395378,-1373094.8971552537,-2669225.655055497
